,my_x,my_y,my_az,enemy_x,enemy_y,u,v,theta,sin_theta,est_enemy_u,est_enemy_v,est_enemy_theta,est_enemy_sin_theta,est_enemy_x,est_enemy_y,diff_enemy_x,diff_enemy_y,diff_enemy_u,diff_enemy_v,diff_enemy_theta,diff_enemy_sin_theta
114,-1.300067,0.000362,0.264085,0.563712,-0.006478,0.015430,1.863728,-0.474357,-0.008279,0.040543,1.821944,-1.274777,-0.022247,0.522045,-0.031783,0.041667,0.025305,0.025113,0.041784,0.800420,0.013968
115,-1.300067,0.000365,0.266895,0.600766,-0.006379,0.015598,1.900781,-0.470175,-0.008206,0.038962,1.871733,-1.192490,-0.020811,0.571827,-0.029877,0.028939,0.023498,0.023364,0.029048,0.722315,0.012605
116,-1.300068,0.000369,0.269877,0.639882,-0.006307,0.015814,1.939897,-0.467050,-0.008151,0.037281,1.923758,-1.110206,-0.019376,0.623845,-0.027850,0.016037,0.021543,0.021467,0.016139,0.643156,0.011225
117,-1.300068,0.000371,0.271928,0.666872,-0.006260,0.015966,1.966886,-0.465084,-0.008117,0.034999,1.950637,-1.027924,-0.017940,0.650713,-0.025370,0.016159,0.019110,0.019033,0.016249,0.562840,0.009823
118,-1.300068,0.000373,0.273733,0.690667,-0.006216,0.016100,1.990681,-0.463372,-0.008087,0.040604,1.950637,-1.192490,-0.020811,0.650740,-0.030912,0.039927,0.024696,0.024504,0.040044,0.729118,0.012724
119,-1.300069,0.000375,0.275557,0.714614,-0.006170,0.016234,2.014628,-0.461690,-0.008058,0.044018,1.978107,-1.274777,-0.022247,0.678227,-0.034129,0.036387,0.027959,0.027784,0.036521,0.813087,0.014189
120,-1.300069,0.000378,0.277856,0.744791,-0.006135,0.016429,2.044804,-0.460346,-0.008034,0.044643,2.006180,-1.274777,-0.022247,0.706304,-0.034536,0.038487,0.028401,0.028214,0.038624,0.814431,0.014213
121,-1.300069,0.000380,0.279320,0.764028,-0.006113,0.016555,2.064041,-0.459554,-0.008021,0.043591,2.094134,-1.192490,-0.020811,0.794252,-0.033002,0.030224,0.026889,0.027036,0.030093,0.732936,0.012790
122,-1.300070,0.000382,0.281373,0.791070,-0.006080,0.016731,2.091083,-0.458427,-0.008001,0.041176,2.124734,-1.110206,-0.019376,0.824841,-0.030359,0.033771,0.024279,0.024445,0.033651,0.651779,0.011375
123,-1.300070,0.000385,0.284395,0.830742,-0.006037,0.016998,2.130754,-0.457077,-0.007977,0.044228,2.124734,-1.192490,-0.020811,0.824858,-0.033296,0.005884,0.027259,0.027230,0.006020,0.735413,0.012834
124,-1.300071,0.000388,0.287209,0.867688,-0.006013,0.017267,2.167700,-0.456393,-0.007965,0.041176,2.124734,-1.110206,-0.019376,0.824843,-0.030136,0.042845,0.024123,0.023909,0.042966,0.653813,0.011411
125,-1.300071,0.000392,0.290309,0.908500,-0.005984,0.017566,2.208510,-0.455718,-0.007954,0.041781,2.155996,-1.110206,-0.019376,0.856109,-0.030465,0.052391,0.024481,0.024215,0.052514,0.654488,0.011422
126,-1.300072,0.000394,0.291849,0.928668,-0.005975,0.017721,2.228679,-0.455581,-0.007951,0.042400,2.187930,-1.110206,-0.019376,0.888045,-0.030861,0.040623,0.024886,0.024679,0.040749,0.654625,0.011425
127,-1.300072,0.000396,0.293618,0.951859,-0.005969,0.017905,2.251869,-0.455562,-0.007951,0.043032,2.220549,-1.110206,-0.019376,0.920668,-0.031256,0.031191,0.025287,0.025127,0.031320,0.654644,0.011425
128,-1.300072,0.000398,0.295274,0.973597,-0.005965,0.018080,2.273606,-0.455619,-0.007952,0.046916,2.253865,-1.192490,-0.020811,0.954004,-0.034902,0.019593,0.028937,0.028836,0.019741,0.736871,0.012859
129,-1.300073,0.000400,0.297309,1.000392,-0.005957,0.018294,2.300401,-0.455637,-0.007952,0.039257,2.187930,-1.027924,-0.017940,0.888031,-0.027503,0.112361,0.021546,0.020963,0.112471,0.572287,0.009988
130,-1.300073,0.000402,0.299460,1.028586,-0.005947,0.018520,2.328594,-0.455674,-0.007953,0.046916,2.253865,-1.192490,-0.020811,0.954006,-0.034734,0.074580,0.028787,0.028396,0.074729,0.736816,0.012858
131,-1.300074,0.000405,0.301515,1.055514,-0.005945,0.018746,2.355522,-0.455968,-0.007958,0.047624,2.287889,-1.192490,-0.020811,0.988034,-0.035179,0.067480,0.029234,0.028878,0.067633,0.736522,0.012853
132,-1.300074,0.000406,0.302904,1.073752,-0.005944,0.018899,2.373759,-0.456170,-0.007962,0.046916,2.253865,-1.192490,-0.020811,0.954007,-0.034594,0.119745,0.028650,0.028017,0.119894,0.736320,0.012849
133,-1.300079,0.000438,0.330700,1.035553,-0.005365,0.019284,2.335560,-0.473054,-0.008256,0.050912,2.287889,-1.274777,-0.022247,0.988066,-0.037268,0.047487,0.031903,0.031628,0.047671,0.801723,0.013991
134,-1.300079,0.000439,0.331920,1.019635,-0.005290,0.019167,2.319642,-0.473423,-0.008263,0.050912,2.287889,-1.274777,-0.022247,0.988067,-0.037218,0.031568,0.031928,0.031745,0.031753,0.801354,0.013984
135,-1.300080,0.000442,0.334628,0.984189,-0.005099,0.018882,2.284198,-0.473611,-0.008266,0.047624,2.287889,-1.192490,-0.020811,0.988049,-0.033820,0.003860,0.028721,0.028742,0.003691,0.718879,0.012545
136,-1.300080,0.000445,0.337394,0.947875,-0.004898,0.018580,2.247885,-0.473576,-0.008265,0.049413,2.220549,-1.274777,-0.022247,0.920721,-0.035891,0.027154,0.030993,0.030833,0.027336,0.801201,0.013982
137,-1.300080,0.000446,0.338080,0.938856,-0.004846,0.018503,2.238866,-0.473505,-0.008264,0.048687,2.187930,-1.274777,-0.022247,0.888099,-0.035330,0.050757,0.030484,0.030184,0.050936,0.801272,0.013983
138,-1.300081,0.000449,0.340904,0.901972,-0.004615,0.018166,2.201984,-0.472665,-0.008249,0.048687,2.187930,-1.274777,-0.022247,0.888100,-0.035220,0.013872,0.030605,0.030521,0.014054,0.802112,0.013998
139,-1.300081,0.000451,0.342678,0.878743,-0.004460,0.017942,2.178756,-0.471821,-0.008235,0.047977,2.155996,-1.274777,-0.022247,0.856163,-0.034630,0.022580,0.030170,0.030035,0.022760,0.802956,0.014012
140,-1.300082,0.000453,0.344301,0.857465,-0.004316,0.017734,2.157479,-0.470946,-0.008219,0.047977,2.155996,-1.274777,-0.022247,0.856163,-0.034567,0.001302,0.030251,0.030243,0.001483,0.803831,0.014028
141,-1.300082,0.000455,0.346171,0.832908,-0.004142,0.017484,2.132923,-0.469654,-0.008197,0.044228,2.124734,-1.192490,-0.020811,0.824881,-0.030935,0.008027,0.026793,0.026744,0.008189,0.722836,0.012614
142,-1.300082,0.000458,0.348595,0.801275,-0.003904,0.017147,2.101292,-0.467529,-0.008160,0.042968,2.064182,-1.192490,-0.020811,0.764323,-0.029950,0.036952,0.026046,0.025821,0.037110,0.724961,0.012651
143,-1.300083,0.000460,0.350676,0.774052,-0.003685,0.016839,2.074071,-0.465177,-0.008119,0.041176,2.124734,-1.110206,-0.019376,0.824863,-0.027711,0.050811,0.024026,0.024337,0.050663,0.645029,0.011257
144,-1.300084,0.000465,0.354781,0.720228,-0.003237,0.016212,2.020250,-0.459769,-0.008024,0.043591,2.094134,-1.192490,-0.020811,0.794279,-0.030158,0.074051,0.026921,0.027379,0.073884,0.732721,0.012787
145,-1.300084,0.000467,0.356423,0.698835,-0.003041,0.015943,1.998859,-0.456974,-0.007976,0.046861,1.978107,-1.357066,-0.023683,0.678276,-0.034088,0.020559,0.031047,0.030918,0.020752,0.900092,0.015707
146,-1.300084,0.000469,0.358276,0.674616,-0.002810,0.015627,1.974641,-0.453416,-0.007914,0.045281,2.034868,-1.274777,-0.022247,0.735028,-0.032087,0.060412,0.029277,0.029654,0.060227,0.821361,0.014333
147,-1.300085,0.000472,0.360664,0.643321,-0.002509,0.015214,1.943349,-0.448550,-0.007829,0.037802,1.950637,-1.110206,-0.019376,0.650751,-0.025050,0.007430,0.022541,0.022588,0.007288,0.661656,0.011547
148,-1.300085,0.000474,0.362307,0.621780,-0.002292,0.014919,1.921809,-0.444769,-0.007763,0.045573,1.923758,-1.357066,-0.023683,0.623923,-0.032934,0.002143,0.030642,0.030654,0.001949,0.912297,0.015920
149,-1.300085,0.000476,0.364390,0.594651,-0.002011,0.014537,1.894682,-0.439595,-0.007672,0.045573,1.923758,-1.357066,-0.023683,0.623924,-0.032862,0.029273,0.030851,0.031036,0.029076,0.917471,0.016011
150,-1.300086,0.000478,0.365804,0.576179,-0.001809,0.014266,1.876212,-0.435642,-0.007603,0.040045,1.923758,-1.192490,-0.020811,0.623889,-0.027284,0.047710,0.025475,0.025779,0.047546,0.756848,0.013208
151,-1.300086,0.000480,0.368173,0.545150,-0.001467,0.013804,1.845185,-0.428629,-0.007481,0.035785,1.846565,-1.110206,-0.019376,0.546670,-0.023439,0.001520,0.021972,0.021981,0.001380,0.681577,0.011895
152,-1.300086,0.000482,0.370142,0.519346,-0.001171,0.013407,1.819383,-0.422197,-0.007369,0.038962,1.871733,-1.192490,-0.020811,0.571860,-0.026387,0.052514,0.025216,0.025555,0.052350,0.770293,0.013442
153,-1.300087,0.000485,0.372608,0.487225,-0.000790,0.012898,1.787266,-0.413481,-0.007217,0.041651,1.871733,-1.274777,-0.022247,0.571878,-0.028993,0.084653,0.028203,0.028753,0.084467,0.861296,0.015030
154,-1.300087,0.000487,0.373755,0.472245,-0.000604,0.012652,1.772287,-0.409025,-0.007139,0.035785,1.846565,-1.110206,-0.019376,0.546672,-0.023252,0.074427,0.022648,0.023133,0.074278,0.701181,0.012237
155,-1.300088,0.000489,0.375687,0.446978,-0.000290,0.012234,1.747023,-0.401235,-0.007003,0.037424,1.797861,-1.192490,-0.020811,0.497980,-0.025146,0.051002,0.024856,0.025190,0.050838,0.791255,0.013808
156,-1.300088,0.000491,0.377484,0.423422,0.000010,0.011836,1.723469,-0.393474,-0.006867,0.038469,1.728733,-1.274777,-0.022247,0.428861,-0.026588,0.005439,0.026598,0.026633,0.005264,0.881303,0.015380
157,-1.300088,0.000492,0.379014,0.403475,0.000265,0.011496,1.703524,-0.386649,-0.006748,0.033938,1.751266,-1.110206,-0.019376,0.451364,-0.021861,0.047889,0.022126,0.022442,0.047742,0.723557,0.012628
158,-1.300089,0.000496,0.381711,0.368314,0.000750,0.010861,1.668368,-0.372988,-0.006510,0.035985,1.728733,-1.192490,-0.020811,0.428846,-0.023971,0.060532,0.024721,0.025124,0.060365,0.819502,0.014301
159,-1.300089,0.000497,0.383433,0.346731,0.001050,0.010468,1.646787,-0.364193,-0.006356,0.039921,1.685145,-1.357066,-0.023683,0.385285,-0.028145,0.038554,0.029195,0.029453,0.038358,0.992873,0.017327
160,-1.300089,0.000499,0.384447,0.336789,0.001193,0.010289,1.636846,-0.360155,-0.006286,0.036571,1.643460,-1.274777,-0.022247,0.343580,-0.025044,0.006791,0.026237,0.026282,0.006614,0.914622,0.015961
161,-1.300090,0.000501,0.386513,0.322612,0.001423,0.010025,1.622671,-0.353958,-0.006178,0.033791,1.623307,-1.192490,-0.020811,0.323408,-0.022338,0.000796,0.023761,0.023766,0.000636,0.838532,0.014633
162,-1.300754,0.000460,4.461383,0.314496,0.001569,0.124540,1.610442,-4.422045,-0.077103,0.042342,1.685145,-1.439358,-0.025119,0.382579,0.089329,0.068083,0.087760,0.082198,0.074703,2.982687,0.051984
163,-1.301608,0.000330,9.976995,0.315749,0.001536,0.279024,1.593107,-9.934272,-0.172518,0.172002,1.643460,-5.974745,-0.104090,0.346799,0.115663,0.031050,0.114127,0.107022,0.050353,3.959527,0.068428
164,-1.302857,-0.000018,18.214197,0.332430,0.001236,0.509951,1.553742,-18.170260,-0.311842,0.341791,1.623307,-11.890078,-0.206035,0.345947,0.182714,0.013517,0.181478,0.168160,0.069565,6.280182,0.105807
165,-1.303697,-0.000369,23.984607,0.352968,0.000967,0.672199,1.514163,-23.938401,-0.405754,0.596765,1.584331,-20.639716,-0.352490,0.386414,0.098411,0.033446,0.097444,0.075434,0.070168,3.298685,0.053264
166,-1.304744,-0.000958,31.588240,0.383317,0.000679,0.882831,1.438806,-31.532677,-0.522985,0.801985,1.529050,-27.676958,-0.464486,0.417842,0.116817,0.034525,0.116138,0.080846,0.090244,3.855719,0.058499
167,-1.303813,-0.000690,17.917853,0.569678,-0.000596,0.576296,1.782653,-17.914978,-0.307605,0.883857,1.685145,-27.676958,-0.464486,0.571521,-0.323238,0.001843,0.322642,0.307561,0.097508,9.761980,0.156881
168,-1.302850,-0.000405,11.605690,0.597090,-0.000745,0.382554,1.861028,-11.615943,-0.201350,0.640558,1.774306,-19.850548,-0.339568,0.564045,-0.270921,0.033045,0.270176,0.258004,0.086722,8.234605,0.138218
169,-1.301864,-0.000227,5.334100,0.624325,-0.000891,0.179726,1.917786,-5.353851,-0.093306,0.411521,1.846565,-12.563498,-0.217521,0.574961,-0.238303,0.049364,0.237412,0.231795,0.071221,7.209647,0.124215
170,-1.301008,-0.000162,-0.028980,0.647619,-0.001012,-0.000136,1.948627,0.003987,0.000070,0.187518,1.897461,-5.643976,-0.098347,0.596358,-0.188640,0.051261,0.187628,0.187654,0.051166,5.647963,0.098417
171,-1.300133,-0.000180,-5.572159,0.671591,-0.001120,-0.190517,1.962498,5.544844,0.096625,0.023465,1.923758,-0.698816,-0.012196,0.612257,-0.210329,0.059334,0.209209,0.213982,0.038740,6.243660,0.108821
172,-1.299241,-0.000289,-11.342410,0.696503,-0.001229,-0.391585,1.956951,11.315424,0.196210,-0.164444,1.950637,4.818808,0.084005,0.645640,-0.222692,0.050863,0.221463,0.227141,0.006314,6.496616,0.112205
173,-1.298336,-0.000502,-17.489913,0.723225,-0.001344,-0.606753,1.928357,17.466049,0.300141,-0.375069,1.950637,10.884003,0.188821,0.674845,-0.229013,0.048380,0.227669,0.231684,0.022280,6.582046,0.111320
174,-1.297051,-0.001136,-29.152829,0.775990,-0.001546,-1.009505,1.810635,29.141497,0.486968,-0.589107,1.897461,17.248062,0.296509,0.647024,-0.410986,0.128966,0.409440,0.420398,0.086826,11.893435,0.190459
175,-1.298696,-0.000297,-16.548033,0.976865,-0.002099,-0.646396,2.181823,16.502661,0.284060,-0.895403,2.034868,23.750923,0.402761,0.906918,0.278450,0.069947,0.280549,0.249007,0.146955,7.248262,0.118701
176,-1.299173,-0.000133,-11.616799,0.999272,-0.002145,-0.460856,2.251769,11.566644,0.200508,-0.643470,2.187930,16.388617,0.282151,0.973512,0.189584,0.025760,0.191729,0.182614,0.063839,4.821973,0.081643
177,-1.299590,-0.000070,-8.838384,1.011491,-0.002168,-0.353020,2.283961,8.786371,0.152751,-0.433707,2.220549,11.051599,0.191693,0.961229,0.087304,0.050262,0.089472,0.080687,0.063412,2.265228,0.038942
178,-1.301089,-0.000006,0.934170,1.054501,-0.002246,0.040644,2.355240,-0.988654,-0.017254,-0.203100,2.253865,5.149128,0.089748,0.949165,0.239813,0.105336,0.242059,0.243744,0.101375,6.137782,0.107002
179,-1.302079,-0.000104,7.372294,1.082772,-0.002282,0.308175,2.364857,-7.424620,-0.129222,0.060776,2.287889,-1.521653,-0.026555,0.974696,0.233196,0.108076,0.235478,0.247399,0.076968,5.902967,0.102667
180,-1.302963,-0.000287,13.197709,1.108182,-0.002318,0.552471,2.346998,-13.245971,-0.229132,0.306563,2.287889,-7.631822,-0.132807,0.994491,0.223599,0.113691,0.225917,0.245908,0.059109,5.614149,0.096325
181,-1.298720,-0.000653,-18.307624,1.050105,-0.001477,-0.737028,2.230195,18.287524,0.313786,-0.502856,2.287889,12.395956,0.214666,1.031321,-0.241919,0.018784,0.240442,0.234172,0.057694,5.891568,0.099120
182,-1.298009,-0.000901,-24.006001,1.024576,-0.001313,-0.944526,2.121856,23.995837,0.406670,-0.745061,2.187930,18.805368,0.322354,1.003786,-0.210406,0.020790,0.209093,0.199465,0.066074,5.190469,0.084316
183,-1.297519,-0.001117,-27.451085,1.009035,-0.001209,-1.063219,2.046889,27.448800,0.460956,-1.028752,2.124734,25.835303,0.435786,1.062226,-0.067681,0.053191,0.066472,0.034467,0.077845,1.613497,0.025170
184,-1.298837,-0.000611,-17.887362,0.926646,-0.000594,-0.683566,2.117903,17.887800,0.307154,-0.985299,2.094134,25.197187,0.425735,0.996702,0.293854,0.070056,0.294448,0.301733,0.023769,7.309387,0.118581
185,-1.299549,-0.000225,-10.926203,0.894828,-0.000335,-0.415824,2.154618,10.923331,0.189495,-0.691949,2.094134,18.284726,0.313739,0.887778,0.282249,0.007050,0.282584,0.276125,0.060484,7.361395,0.124244
186,-1.300543,-0.000131,-3.781953,0.863202,-0.000063,-0.142788,2.159029,3.783754,0.065991,-0.392470,2.124734,10.465420,0.181642,0.845451,0.251338,0.017751,0.251401,0.249682,0.034295,6.681666,0.115651
187,-1.301384,-0.000137,1.672203,0.839225,0.000157,0.062172,2.139706,-1.664334,-0.029044,-0.116274,2.155996,3.087003,0.053852,0.850300,0.179002,0.011075,0.178845,0.178446,0.016290,4.751337,0.082896
188,-1.302319,-0.000239,7.762945,0.812434,0.000405,0.285012,2.095459,-7.745497,-0.134773,0.061265,2.187930,-1.603951,-0.027991,0.873835,0.234591,0.061401,0.234186,0.223747,0.092471,6.141546,0.106782
189,-1.303412,-0.000488,15.010538,0.780679,0.000708,0.538617,2.013288,-14.977658,-0.258442,0.311576,2.094134,-8.462687,-0.147165,0.799963,0.240941,0.019284,0.240233,0.227041,0.080846,6.514971,0.111277
190,-1.304275,-0.000791,20.903930,0.755024,0.000977,0.733111,1.924387,-20.854739,-0.356000,0.610396,2.064182,-16.473395,-0.283570,0.841833,0.165494,0.086809,0.164517,0.122715,0.139795,4.381344,0.072430
191,-1.304505,-0.000890,22.508417,0.748033,0.001051,0.783958,1.896925,-22.454235,-0.381945,0.829315,1.950637,-23.032804,-0.391258,0.815016,-0.020289,0.066983,0.021340,0.045357,0.053712,0.578569,0.009313
192,-1.305296,-0.001289,28.189658,0.723278,0.001314,0.955987,1.789192,-28.116138,-0.471260,0.928483,1.871733,-26.383945,-0.444384,0.783036,0.064548,0.059758,0.063234,0.027504,0.082541,1.732193,0.026876
193,-1.303315,-0.000455,14.241359,0.619845,0.002504,0.470243,1.864785,-14.153203,-0.244515,0.820077,1.871733,-23.660034,-0.401309,0.712641,-0.334869,0.092796,0.337373,0.349834,0.006948,9.506831,0.156794
194,-1.302201,-0.000210,7.104087,0.588776,0.002887,0.230788,1.876843,-7.010249,-0.122047,0.527352,1.897461,-15.531960,-0.267776,0.645912,-0.288851,0.057136,0.291738,0.296564,0.020618,8.521711,0.145729
195,-1.301485,-0.000128,2.604686,0.569348,0.003129,0.081766,1.869048,-2.504938,-0.043705,0.260609,1.923758,-7.714833,-0.134243,0.632129,-0.173044,0.062781,0.176173,0.178843,0.054710,5.209895,0.090538
196,-1.300914,-0.000104,-0.975648,0.553895,0.003337,-0.035023,1.854482,1.081942,0.018882,0.096828,1.897461,-2.921288,-0.050964,0.594623,-0.129227,0.040728,0.132564,0.131851,0.042979,4.003230,0.069846
197,-1.300248,-0.000121,-5.248337,0.535422,0.003586,-0.171605,1.827635,5.364041,0.093483,-0.033615,1.871733,1.028876,0.017956,0.566713,-0.137860,0.031291,0.141446,0.137990,0.044098,4.335165,0.075527
198,-1.299202,-0.000255,-12.104179,0.505643,0.003990,-0.382608,1.763829,12.238939,0.211989,-0.214494,1.797861,6.803528,0.118465,0.503667,-0.167523,0.001976,0.171513,0.168114,0.034032,5.435411,0.093524
199,-1.298545,-0.000479,-17.441064,0.481841,0.004321,-0.538205,1.697095,17.595536,0.302296,-0.417406,1.797861,13.070694,0.226153,0.541768,-0.141126,0.059927,0.145447,0.120799,0.100766,4.524842,0.076143
200,-1.298242,-0.000603,-23.426055,0.448968,0.004793,-0.699581,1.601049,23.603004,0.400397,-0.604443,1.706696,19.502082,0.333841,0.508083,-0.124505,0.059115,0.129298,0.095138,0.105647,4.100922,0.066556
201,-1.298731,-0.000544,-25.326399,0.409769,0.005379,-0.736206,1.541755,25.525030,0.430905,-0.754678,1.584331,25.470250,0.430042,0.456155,0.003862,0.046386,0.001517,0.018472,0.042576,0.054780,0.000863
202,-1.298934,-0.000510,-18.518198,0.365310,0.006169,-0.534907,1.575953,18.748138,0.321409,-0.752107,1.547065,25.926741,0.437222,0.406902,0.221298,0.041592,0.215129,0.217200,0.028888,7.178603,0.115813
203,-1.300182,-0.000225,-10.150412,0.355341,0.006402,-0.298281,1.628444,10.379764,0.180172,-0.532071,1.547065,18.979272,0.325226,0.316438,0.250875,0.038903,0.244473,0.233790,0.081379,8.599508,0.145054
204,-1.301027,-0.000138,-4.613759,0.357251,0.006343,-0.139849,1.652383,4.837685,0.084333,-0.288718,1.643460,9.963864,0.173027,0.360332,0.155447,0.003081,0.149104,0.148869,0.008923,5.126179,0.088694
205,-1.301966,-0.000136,1.451268,0.369041,0.006045,0.036142,1.670628,-1.239334,-0.021629,-0.109987,1.643460,3.828767,0.066775,0.338182,0.151439,0.030859,0.145394,0.146129,0.027168,5.068101,0.088404
206,-1.302883,-0.000229,7.359365,0.386485,0.005709,0.210506,1.676212,-7.157976,-0.124606,0.058561,1.664070,-2.015495,-0.035170,0.354980,0.154847,0.031505,0.149138,0.151945,0.012142,5.142481,0.089436
207,-1.303914,-0.000452,14.087202,0.409072,0.005342,0.411318,1.662881,-13.893406,-0.240116,0.220832,1.685145,-7.465849,-0.129935,0.384303,0.195519,0.024769,0.190177,0.190486,0.022264,6.427557,0.110181
208,-1.304767,-0.000736,19.792898,0.433393,0.005056,0.583128,1.637436,-19.601974,-0.335484,0.457151,1.664070,-15.361259,-0.264904,0.415795,0.132610,0.017598,0.127554,0.125977,0.026634,4.240715,0.070580
209,-1.305606,-0.001114,25.620899,0.458680,0.004766,0.757601,1.593355,-25.429945,-0.429407,0.661234,1.603601,-22.408480,-0.381207,0.426248,0.096088,0.032432,0.091322,0.096367,0.010246,3.021465,0.048200
210,-1.305456,-0.001062,21.483524,0.547534,0.003853,0.674054,1.726050,-21.331549,-0.363764,0.912916,1.706696,-28.142438,-0.471665,0.617004,-0.225502,0.069470,0.229355,0.238862,0.019354,6.810889,0.107901
211,-1.304274,-0.000649,13.550983,0.582343,0.003518,0.438003,1.835073,-13.424433,-0.232163,0.683933,1.774306,-21.079907,-0.359670,0.580891,-0.249804,0.001452,0.253322,0.245930,0.060767,7.655474,0.127507
212,-1.303530,-0.000478,8.743755,0.603225,0.003335,0.286088,1.885174,-8.629179,-0.150039,0.484405,1.871733,-14.509811,-0.250546,0.620087,-0.194721,0.016862,0.198056,0.198317,0.013441,5.880632,0.100507
213,-1.302670,-0.000361,3.294834,0.626920,0.003126,0.107420,1.926601,-3.191294,-0.055670,0.282314,1.897461,-8.462687,-0.147165,0.607880,-0.173154,0.019040,0.176280,0.174894,0.029140,5.271393,0.091495
214,-1.301691,-0.000327,-2.857335,0.653675,0.002892,-0.100688,1.952775,2.951657,0.051493,0.085892,1.897461,-2.591836,-0.045221,0.589129,-0.180699,0.064546,0.183591,0.186580,0.055314,5.543493,0.096714
215,-1.300870,-0.000381,-8.043094,0.676223,0.002701,-0.279682,1.957213,8.132410,0.141461,-0.119773,2.006180,3.416605,0.059596,0.702334,-0.162487,0.026111,0.165188,0.159909,0.048967,4.715805,0.081865
216,-1.299344,-0.000686,-17.913895,0.718831,0.002380,-0.623683,1.919390,18.000938,0.309033,-0.325396,2.006180,9.212960,0.160104,0.709664,-0.308141,0.009167,0.310521,0.298287,0.086790,8.787978,0.148929
217,-1.298551,-0.000963,-23.332376,0.742303,0.002205,-0.811219,1.872704,23.421316,0.397489,-0.635653,1.923758,18.284726,0.313739,0.719647,-0.179224,0.022656,0.181429,0.175566,0.051054,5.136590,0.083750
218,-1.297813,-0.001271,-28.553004,0.770092,0.002000,-0.991273,1.814833,28.643634,0.479360,-0.898985,1.950637,24.743434,0.418556,0.845267,-0.143974,0.075175,0.145974,0.092288,0.135804,3.900200,0.060804
219,-1.298782,-0.000899,-18.368208,0.872733,0.001357,-0.686434,2.060168,18.427733,0.316108,-0.944458,1.950637,25.835303,0.435786,0.850092,0.280750,0.022641,0.279393,0.258024,0.109531,7.407570,0.119678
220,-1.299866,-0.000643,-11.114748,0.904437,0.001187,-0.426729,2.162604,11.162315,0.193589,-0.702921,2.064182,18.805368,0.322354,0.861104,0.291171,0.043333,0.289984,0.276192,0.098422,7.643053,0.128765
221,-1.300956,-0.000527,-4.011709,0.935354,0.001031,-0.158007,2.230722,4.051626,0.070655,-0.402106,2.124734,10.716500,0.185950,0.846704,0.251947,0.088650,0.250916,0.244099,0.105988,6.664874,0.115295
222,-1.301267,-0.000518,-2.003042,0.944095,0.000988,-0.079986,2.243937,2.041471,0.035623,-0.141068,2.253865,3.581447,0.062467,0.956151,0.061686,0.012056,0.060698,0.061082,0.009928,1.539976,0.026844
223,-1.302842,-0.000642,8.065077,0.987907,0.000777,0.319982,2.268291,-8.029585,-0.139684,0.090926,2.220549,-2.344804,-0.040913,0.908501,0.220870,0.079406,0.220093,0.229056,0.047742,5.684781,0.098771
224,-1.303679,-0.000824,13.487078,1.011329,0.000682,0.538456,2.251517,-13.449805,-0.232593,0.362167,2.253865,-9.128663,-0.158652,0.972497,0.172656,0.038832,0.171974,0.176289,0.002348,4.321142,0.073941
