,Unnamed: 0,my_x,my_y,my_qx,my_qy,my_qz,my_qw,my_ax,my_ay,my_az,enemy_x,enemy_y,enemy_qx,enemy_qy,enemy_qz,enemy_qw,enemy_ax,enemy_ay,enemy_az,circle_x,circle_y,circle_r,u,v,theta,est_enemy_theta,est_enemy_v,est_enemy_u,est_dx,est_dy,est_enemy_x,est_enemy_y,diff_enemy_u,diff_enemy_v,diff_enemy_theta,diff_enemy_x,diff_enemy_y
10,17,-0.000108,-1.300025,-0.002736,0.002724,0.707349,0.706854,-0.000854,0.442397,90.040178,0.002857,0.773692,0.002722,0.002755,-0.704457,0.709736,-0.000950,0.443792,-89.572223,322,168,7,0.004419,2.073714,-0.122099,-0.979448,2.064182,-0.035290,-0.036737,2.064157,-0.036845,0.764132,0.039709,0.009532,0.857349,0.039702,0.009560
11,18,-0.000111,-1.300026,-0.002736,0.002724,0.707363,0.706840,-0.000854,0.442398,90.042442,0.003068,0.743466,0.002720,0.002751,-0.704206,0.709985,-0.000705,0.443382,-89.531735,319,169,8,0.004693,2.043489,-0.131575,-0.727737,2.094134,-0.026600,-0.028151,2.094113,-0.028262,0.794087,0.031293,0.050645,0.596162,0.031330,0.050621
12,19,-0.000113,-1.300026,-0.002736,0.002724,0.707375,0.706828,-0.000854,0.442398,90.044389,0.003290,0.717534,0.002715,0.002750,-0.704132,0.710059,-0.000981,0.442854,-89.519738,321,169,8,0.004966,2.017557,-0.141029,-0.895544,2.094134,-0.032734,-0.034357,2.094108,-0.034470,0.794082,0.037700,0.076577,0.754515,0.037760,0.076548
13,20,-0.000115,-1.300026,-0.002736,0.002724,0.707384,0.706819,-0.000854,0.442398,90.045830,0.003453,0.698295,0.002713,0.002747,-0.704113,0.710077,-0.000881,0.442401,-89.516712,321,167,6,0.005166,1.998318,-0.148131,-0.895544,2.034868,-0.031808,-0.033436,2.034842,-0.033551,0.734816,0.036974,0.036550,0.747413,0.037004,0.036521
14,21,-0.000117,-1.300027,-0.002736,0.002723,0.707396,0.706807,-0.000854,0.442398,90.047740,0.003669,0.672751,0.002720,0.002755,-0.704130,0.710061,-0.000966,0.443674,-89.519455,322,166,8,0.005430,1.972774,-0.157697,-0.979448,2.006180,-0.034298,-0.035970,2.006151,-0.036087,0.706124,0.039728,0.033406,0.821751,0.039756,0.033373
15,22,-0.000120,-1.300027,-0.002736,0.002723,0.707411,0.706792,-0.000854,0.442398,90.050174,0.003926,0.640264,0.002719,0.002752,-0.703887,0.710302,-0.000730,0.443319,-89.480214,321,164,8,0.005745,1.940287,-0.169650,-0.895544,1.950637,-0.030491,-0.032199,1.950609,-0.032319,0.650582,0.036236,0.010350,0.725894,0.036245,0.010318
16,23,-0.000122,-1.300027,-0.002736,0.002723,0.707422,0.706781,-0.000853,0.442398,90.051953,0.004150,0.616580,0.002715,0.002753,-0.703817,0.710371,-0.001009,0.443043,-89.468950,322,163,8,0.006010,1.916602,-0.179662,-0.979448,1.923758,-0.032889,-0.034633,1.923728,-0.034755,0.623701,0.038899,0.007156,0.799786,0.038905,0.007121
17,24,-0.000124,-1.300028,-0.002736,0.002723,0.707433,0.706770,-0.000853,0.442398,90.053695,0.004368,0.593345,0.002712,0.002748,-0.703793,0.710395,-0.000881,0.442422,-89.465092,323,161,5,0.006266,1.893368,-0.189628,-1.063351,1.871733,-0.034741,-0.036496,1.871700,-0.036620,0.571672,0.041007,0.021635,0.873723,0.040988,0.021673
18,25,-0.000126,-1.300028,-0.002736,0.002723,0.707443,0.706760,-0.000853,0.442398,90.055381,0.004579,0.570806,0.002719,0.002756,-0.703808,0.710379,-0.000974,0.443605,-89.467579,322,163,8,0.006513,1.870829,-0.199475,-0.979448,1.923758,-0.032889,-0.034749,1.923726,-0.034875,0.623698,0.039402,0.052929,0.779973,0.039454,0.052892
19,26,-0.000128,-1.300028,-0.002737,0.002723,0.707457,0.706746,-0.000853,0.442398,90.057648,0.004840,0.540531,0.002720,0.002753,-0.703649,0.710537,-0.000502,0.443430,-89.441813,322,161,8,0.006820,1.840553,-0.212299,-0.979448,1.871733,-0.032000,-0.033883,1.871700,-0.034011,0.571672,0.038820,0.031180,0.767149,0.038851,0.031141
20,27,-0.000130,-1.300029,-0.002737,0.002723,0.707470,0.706733,-0.000853,0.442399,90.059709,0.005124,0.513132,0.002714,0.002754,-0.703497,0.710688,-0.001010,0.443056,-89.417302,323,159,9,0.007144,1.813155,-0.225735,-1.063351,1.821944,-0.033817,-0.035716,1.821908,-0.035846,0.521879,0.040961,0.008789,0.837616,0.040970,0.008747
21,28,-0.000133,-1.300029,-0.002737,0.002723,0.707482,0.706721,-0.000853,0.442399,90.061620,0.005387,0.487645,0.002711,0.002750,-0.703472,0.710712,-0.000883,0.442454,-89.413379,322,159,10,0.007443,1.787667,-0.238538,-0.979448,1.821944,-0.031148,-0.033108,1.821910,-0.033241,0.521881,0.038591,0.034277,0.740910,0.038628,0.034236
22,29,-0.000135,-1.300030,-0.002737,0.002723,0.707492,0.706711,-0.000853,0.442399,90.063325,0.005620,0.464852,0.002718,0.002758,-0.703490,0.710694,-0.000961,0.443702,-89.416274,322,158,8,0.007706,1.764875,-0.250157,-0.979448,1.797861,-0.030737,-0.032724,1.797826,-0.032859,0.497796,0.038443,0.032986,0.729291,0.038479,0.032944
23,30,-0.000136,-1.300030,-0.002737,0.002723,0.707501,0.706701,-0.000853,0.442399,90.064825,0.005817,0.444811,0.002721,0.002756,-0.703476,0.710709,-0.000604,0.443802,-89.413935,325,156,7,0.007927,1.744833,-0.260304,-1.231158,1.751266,-0.037637,-0.039618,1.751223,-0.039754,0.451193,0.045564,0.006433,0.970854,0.045571,0.006382
24,31,-0.000138,-1.300030,-0.002737,0.002723,0.707511,0.706691,-0.000853,0.442399,90.066437,0.006039,0.423401,0.002718,0.002759,-0.703207,0.710974,-0.000900,0.443807,-89.370632,322,157,8,0.008175,1.723423,-0.271792,-0.979448,1.774306,-0.030334,-0.032391,1.774269,-0.032529,0.474239,0.038509,0.050883,0.707656,0.038568,0.050838
25,32,-0.000140,-1.300030,-0.002737,0.002723,0.707521,0.706682,-0.000853,0.442399,90.067974,0.006267,0.402944,0.002710,0.002752,-0.703168,0.711013,-0.000945,0.442659,-89.364381,321,158,6,0.008427,1.702965,-0.283534,-0.895544,1.797861,-0.028103,-0.030236,1.797827,-0.030376,0.497797,0.036530,0.094896,0.612010,0.036643,0.094853
26,33,-0.000142,-1.300031,-0.002737,0.002723,0.707534,0.706669,-0.000853,0.442399,90.070111,0.006586,0.374435,0.002712,0.002753,-0.703160,0.711021,-0.000922,0.442818,-89.362962,321,153,8,0.008777,1.674457,-0.300324,-0.895544,1.685145,-0.026341,-0.028403,1.685111,-0.028545,0.385080,0.035118,0.010688,0.595220,0.035131,0.010645
27,34,-0.000145,-1.300031,-0.002737,0.002723,0.707551,0.706652,-0.000853,0.442399,90.072830,0.006978,0.338114,0.002718,0.002755,-0.703130,0.711051,-0.000457,0.443498,-89.358196,323,153,10,0.009205,1.638135,-0.321963,-1.063351,1.685145,-0.031278,-0.033420,1.685104,-0.033565,0.385073,0.040483,0.047010,0.741388,0.040543,0.046959
28,35,-0.000147,-1.300032,-0.002737,0.002723,0.707562,0.706640,-0.000853,0.442400,90.074725,0.007270,0.312970,0.002714,0.002758,-0.702885,0.711293,-0.000946,0.443446,-89.318777,324,150,9,0.009521,1.612991,-0.338184,-1.147255,1.623307,-0.032508,-0.034626,1.623263,-0.034773,0.323231,0.042029,0.010316,0.809071,0.042043,0.010261
29,36,-0.000149,-1.300032,-0.002737,0.002723,0.707573,0.706630,-0.000853,0.442400,90.076394,0.007531,0.291426,0.002716,0.002759,-0.702817,0.711361,-0.000850,0.443678,-89.307691,325,149,9,0.009802,1.591446,-0.352888,-1.231158,1.603601,-0.034463,-0.036601,1.603553,-0.036750,0.303521,0.044265,0.012155,0.878270,0.044281,0.012095
30,37,-0.000150,-1.300032,-0.002737,0.002723,0.707576,0.706627,-0.000853,0.442400,90.076863,0.007592,0.286380,0.002714,0.002758,-0.702779,0.711398,-0.000903,0.443381,-89.301622,323,148,10,0.009870,1.586400,-0.356475,-1.063351,1.584331,-0.029407,-0.031532,1.584290,-0.031682,0.284258,0.039277,0.002069,0.706876,0.039274,0.002122
31,38,-0.000153,-1.300032,-0.002737,0.002723,0.707591,0.706612,-0.000853,0.442400,90.079283,0.007809,0.269822,0.002709,0.002758,-0.702050,0.712117,-0.000827,0.442964,-89.184268,324,151,9,0.010134,1.569841,-0.369874,-1.147255,1.643460,-0.032912,-0.035186,1.643413,-0.035339,0.343381,0.043046,0.073619,0.777381,0.043148,0.073559
32,39,-0.000156,-1.300033,-0.002737,0.002723,0.707607,0.706596,-0.000853,0.442400,90.081891,0.007832,0.268539,0.002708,0.002760,-0.701886,0.712278,-0.000886,0.443087,-89.157950,322,149,10,0.010230,1.568559,-0.373669,-0.979448,1.603601,-0.027416,-0.029708,1.603560,-0.029864,0.303527,0.037646,0.035042,0.605779,0.037696,0.034988
33,40,-0.000158,-1.300033,-0.002737,0.002723,0.707621,0.706582,-0.000853,0.442400,90.084162,0.007657,0.281504,0.002715,0.002761,-0.702567,0.711607,-0.000937,0.443693,-89.267478,324,147,10,0.010138,1.581524,-0.367281,-1.147255,1.565489,-0.031351,-0.033650,1.565441,-0.033808,0.265408,0.041489,0.016035,0.779974,0.041465,0.016096
34,41,-0.000160,-1.300034,-0.002737,0.002723,0.707632,0.706570,-0.000853,0.442400,90.086039,0.007430,0.302019,0.002719,0.002757,-0.703719,0.710468,-0.000959,0.443763,-89.453181,325,149,9,0.009996,1.602040,-0.357486,-1.231158,1.603601,-0.034463,-0.036871,1.603547,-0.037031,0.303513,0.044459,0.001561,0.873672,0.044461,0.001494
35,42,-0.000162,-1.300034,-0.002737,0.002723,0.707639,0.706563,-0.000853,0.442400,90.087015,0.007295,0.317288,0.002724,0.002749,-0.704323,0.709869,-0.000443,0.443636,-89.540974,322,150,10,0.009913,1.617309,-0.351187,-0.979448,1.623307,-0.027752,-0.030218,1.623263,-0.030380,0.323229,0.037665,0.005998,0.628261,0.037675,0.005941
36,43,-0.000164,-1.300034,-0.002737,0.002723,0.707654,0.706548,-0.000853,0.442400,90.089586,0.007086,0.348872,0.002722,0.002753,-0.704746,0.709449,-0.001002,0.443680,-89.618977,325,150,9,0.009828,1.648893,-0.341506,-1.231158,1.623307,-0.034887,-0.037425,1.623251,-0.037589,0.323217,0.044715,0.025586,0.889652,0.044675,0.025655
37,44,-0.000167,-1.300035,-0.002737,0.002722,0.707669,0.706534,-0.000852,0.442401,90.091952,0.006883,0.380339,0.002717,0.002746,-0.704784,0.709411,-0.000883,0.442649,-89.625044,323,153,10,0.009747,1.680361,-0.332335,-1.063351,1.685145,-0.031278,-0.033983,1.685093,-0.034150,0.385058,0.041025,0.004784,0.731016,0.041033,0.004719
38,45,-0.000169,-1.300035,-0.002737,0.002722,0.707682,0.706521,-0.000852,0.442401,90.094055,0.006699,0.408387,0.002726,0.002756,-0.704760,0.709435,-0.000982,0.444157,-89.621222,322,155,9,0.009672,1.708408,-0.324388,-0.979448,1.728733,-0.029555,-0.032393,1.728682,-0.032562,0.428647,0.039227,0.020325,0.655060,0.039261,0.020260
39,46,-0.000171,-1.300035,-0.002737,0.002722,0.707692,0.706511,-0.000852,0.442401,90.095689,0.006561,0.430087,0.002727,0.002753,-0.705020,0.709177,-0.000817,0.444069,-89.663205,322,158,8,0.009621,1.730108,-0.318629,-0.979448,1.797861,-0.030737,-0.033739,1.797808,-0.033910,0.497773,0.040358,0.067753,0.660819,0.040471,0.067686
40,47,-0.000173,-1.300036,-0.002737,0.002722,0.707702,0.706500,-0.000852,0.442401,90.097398,0.006436,0.452764,0.002723,0.002753,-0.705098,0.709099,-0.001123,0.443694,-89.675813,323,156,8,0.009589,1.752786,-0.313433,-1.063351,1.751266,-0.032505,-0.035482,1.751209,-0.035655,0.451173,0.042094,0.001520,0.749918,0.042091,0.001591
41,48,-0.000175,-1.300036,-0.002738,0.002722,0.707712,0.706490,-0.000852,0.442401,90.099052,0.006315,0.474732,0.002718,0.002745,-0.705132,0.709066,-0.000942,0.442605,-89.681202,324,159,6,0.009558,1.774754,-0.308571,-1.147255,1.821944,-0.036486,-0.039636,1.821878,-0.039811,0.521842,0.046044,0.047190,0.838684,0.046126,0.047110
42,49,-0.000177,-1.300036,-0.002738,0.002722,0.707723,0.706480,-0.000852,0.442401,90.100705,0.006195,0.496748,0.002721,0.002749,-0.705126,0.709071,-0.001041,0.443202,-89.680350,324,156,6,0.009530,1.796770,-0.303894,-1.147255,1.751266,-0.035071,-0.038149,1.751202,-0.038326,0.451166,0.044601,0.045504,0.843361,0.044521,0.045582
43,50,-0.000179,-1.300037,-0.002738,0.002722,0.707732,0.706470,-0.000852,0.442401,90.102283,0.006075,0.517790,0.002728,0.002755,-0.705119,0.709078,-0.000947,0.444311,-89.679224,322,161,6,0.009499,1.817813,-0.299401,-0.979448,1.871733,-0.032000,-0.035341,1.871673,-0.035520,0.571636,0.041499,0.053920,0.680047,0.041595,0.053846
44,51,-0.000181,-1.300037,-0.002738,0.002722,0.707744,0.706458,-0.000852,0.442401,90.104200,0.005948,0.543197,0.002729,0.002754,-0.705408,0.708791,-0.000984,0.444324,-89.725813,323,160,8,0.009481,1.843220,-0.294715,-1.063351,1.846565,-0.034274,-0.037632,1.846499,-0.037813,0.546462,0.043755,0.003345,0.768636,0.043761,0.003265
45,52,-0.000183,-1.300037,-0.002738,0.002722,0.707756,0.706446,-0.000852,0.442402,90.106192,0.005828,0.569634,0.002720,0.002745,-0.705463,0.708737,-0.000961,0.442815,-89.734705,323,160,9,0.009476,1.869657,-0.290398,-1.063351,1.846565,-0.034274,-0.037697,1.846498,-0.037880,0.546461,0.043750,0.023092,0.772953,0.043708,0.023173
46,53,-0.000185,-1.300038,-0.002738,0.002722,0.707767,0.706436,-0.000852,0.442402,90.107846,0.005729,0.591631,0.002720,0.002744,-0.705473,0.708727,-0.000950,0.442755,-89.736341,323,161,9,0.009475,1.891655,-0.286971,-1.063351,1.871733,-0.034741,-0.038264,1.871665,-0.038449,0.571627,0.044216,0.019922,0.776380,0.044178,0.020004
47,54,-0.000187,-1.300038,-0.002738,0.002722,0.707778,0.706424,-0.000852,0.442402,90.109669,0.005617,0.615927,0.002728,0.002753,-0.705453,0.708746,-0.001013,0.444171,-89.733207,321,163,8,0.009471,1.915950,-0.283234,-0.895544,1.923758,-0.030071,-0.033753,1.923697,-0.033940,0.623659,0.039542,0.007808,0.612310,0.039557,0.007732
48,55,-0.000189,-1.300038,-0.002738,0.002722,0.707790,0.706412,-0.000852,0.442402,90.111681,0.005501,0.642608,0.002732,0.002756,-0.705714,0.708486,-0.001073,0.444714,-89.775374,323,163,7,0.009477,1.942631,-0.279500,-1.063351,1.923758,-0.035707,-0.039457,1.923685,-0.039646,0.623647,0.045184,0.018873,0.783851,0.045147,0.018961
49,56,-0.000193,-1.300039,-0.002738,0.002722,0.707808,0.706394,-0.000852,0.442402,90.114614,0.005359,0.681526,0.002721,0.002742,-0.705787,0.708414,-0.000908,0.442612,-89.787095,322,165,9,0.009516,1.981550,-0.275146,-0.979448,1.978107,-0.033818,-0.037775,1.978035,-0.037968,0.677996,0.043334,0.003443,0.704302,0.043327,0.003530
50,57,-0.000195,-1.300039,-0.002738,0.002722,0.707818,0.706384,-0.000852,0.442402,90.116194,0.005283,0.702540,0.002723,0.002745,-0.705783,0.708418,-0.000999,0.443104,-89.786504,322,166,6,0.009539,2.002564,-0.272925,-0.979448,2.006180,-0.034298,-0.038367,2.006107,-0.038562,0.706068,0.043837,0.003616,0.706523,0.043845,0.003528
51,58,-0.000198,-1.300040,-0.002738,0.002722,0.707835,0.706367,-0.000852,0.442402,90.118921,0.005146,0.738796,0.002730,0.002747,-0.705928,0.708273,-0.000623,0.443741,-89.809959,324,166,8,0.009576,2.038821,-0.269099,-1.147255,2.006180,-0.040176,-0.044340,2.006093,-0.044538,0.706053,0.049752,0.032641,0.878156,0.049684,0.032743
52,59,-0.000200,-1.300040,-0.002738,0.002722,0.707847,0.706355,-0.000852,0.442402,90.120934,0.005070,0.765458,0.002726,0.002747,-0.706035,0.708166,-0.001048,0.443525,-89.827325,323,168,7,0.009630,2.065482,-0.267121,-1.063351,2.064182,-0.038314,-0.042670,2.064097,-0.042870,0.764057,0.047944,0.001300,0.796230,0.047940,0.001401
53,60,-0.000202,-1.300040,-0.002738,0.002722,0.707856,0.706346,-0.000852,0.442403,90.122326,0.005018,0.783931,0.002722,0.002741,-0.706066,0.708136,-0.000898,0.442635,-89.832233,322,169,7,0.009669,2.083955,-0.265842,-0.979448,2.094134,-0.035802,-0.040273,2.094052,-0.040475,0.794012,0.045471,0.010179,0.713606,0.045493,0.010081
54,61,-0.000205,-1.300041,-0.002738,0.002722,0.707873,0.706330,-0.000852,0.442403,90.125017,0.004915,0.819723,0.002730,0.002750,-0.706049,0.708152,-0.001023,0.444025,-89.829556,322,168,7,0.009745,2.119748,-0.263407,-0.979448,2.064182,-0.035290,-0.039794,2.064100,-0.039999,0.764059,0.045035,0.055566,0.716041,0.044914,0.055664
55,62,-0.000206,-1.300041,-0.002738,0.002722,0.707882,0.706320,-0.000852,0.442403,90.126616,0.004848,0.840964,0.002729,0.002743,-0.706171,0.708031,-0.000522,0.443367,-89.849239,322,170,8,0.009785,2.140989,-0.261867,-0.979448,2.124734,-0.036325,-0.041020,2.124649,-0.041226,0.824608,0.046110,0.016255,0.717581,0.046074,0.016356
56,63,-0.000208,-1.300041,-0.002738,0.002722,0.707892,0.706310,-0.000852,0.442403,90.128160,0.004805,0.861388,0.002731,0.002749,-0.706261,0.707941,-0.000946,0.443985,-89.863834,322,168,6,0.009848,2.161412,-0.261046,-0.979448,2.064182,-0.035290,-0.039907,2.064098,-0.040115,0.764057,0.045138,0.097230,0.718402,0.044920,0.097331
57,64,-0.000211,-1.300042,-0.002738,0.002722,0.707907,0.706295,-0.000851,0.442403,90.130663,0.004734,0.894589,0.002723,0.002740,-0.706315,0.707887,-0.000880,0.442602,-89.872675,320,171,6,0.009950,2.194614,-0.259763,-0.811640,2.155996,-0.030543,-0.035460,2.155920,-0.035671,0.855878,0.040493,0.038618,0.551877,0.040405,0.038711
58,65,-0.000213,-1.300042,-0.002738,0.002721,0.707919,0.706283,-0.000851,0.442403,90.132564,0.004679,0.919874,0.002729,0.002748,-0.706298,0.707904,-0.001026,0.443866,-89.869871,322,171,6,0.010028,2.219899,-0.258826,-0.979448,2.155996,-0.036859,-0.041848,2.155905,-0.042061,0.855863,0.046887,0.063903,0.720622,0.046740,0.064011
59,66,-0.000215,-1.300043,-0.002738,0.002721,0.707932,0.706270,-0.000851,0.442403,90.134598,0.004614,0.946853,0.002734,0.002745,-0.706420,0.707782,-0.000515,0.443934,-89.889683,323,171,7,0.010107,2.246878,-0.257737,-1.063351,2.155996,-0.040018,-0.045082,2.155896,-0.045297,0.855853,0.050125,0.090882,0.805614,0.049911,0.091000
60,67,-0.000217,-1.300043,-0.002738,0.002721,0.707939,0.706263,-0.000851,0.442403,90.135822,0.004591,0.963054,0.002732,0.002749,-0.706473,0.707729,-0.000934,0.444090,-89.898241,323,172,7,0.010173,2.263079,-0.257548,-1.063351,2.187930,-0.040610,-0.045797,2.187827,-0.046014,0.887784,0.050783,0.075149,0.805803,0.050605,0.075270
61,68,-0.000219,-1.300043,-0.002738,0.002721,0.707949,0.706253,-0.000851,0.442404,90.137404,0.004558,0.984008,0.002725,0.002740,-0.706524,0.707679,-0.000918,0.442837,-89.906416,323,173,7,0.010254,2.284033,-0.257236,-1.063351,2.220549,-0.041216,-0.046541,2.220444,-0.046760,0.920401,0.051470,0.063484,0.806115,0.051318,0.063607
62,69,-0.000221,-1.300043,-0.002738,0.002721,0.707960,0.706242,-0.000851,0.442404,90.139155,0.004524,1.007256,0.002725,0.002740,-0.706538,0.707665,-0.000910,0.442802,-89.908655,323,174,5,0.010349,2.307281,-0.256985,-1.063351,2.253865,-0.041834,-0.047308,2.253756,-0.047529,0.953713,0.052183,0.053416,0.806366,0.052053,0.053543
63,70,-0.000224,-1.300044,-0.002739,0.002721,0.707977,0.706225,-0.000851,0.442404,90.141905,0.004459,1.043809,0.002732,0.002744,-0.706570,0.707633,-0.000619,0.443690,-89.913909,322,175,7,0.010488,2.343834,-0.256381,-0.979448,2.287889,-0.039114,-0.044781,2.287786,-0.045005,0.987742,0.049602,0.055945,0.723067,0.049464,0.056067
64,71,-0.000226,-1.300044,-0.002739,0.002721,0.707992,0.706210,-0.000851,0.442404,90.144336,0.004427,1.075940,0.002729,0.002746,-0.706696,0.707506,-0.001075,0.443606,-89.934360,323,175,5,0.010638,2.375965,-0.256541,-1.063351,2.287889,-0.042466,-0.048229,2.287775,-0.048455,0.987731,0.053104,0.088076,0.806810,0.052882,0.088209
65,75,-0.000237,-1.300046,-0.002739,0.002721,0.708047,0.706155,-0.000851,0.442404,90.153297,0.004328,1.192926,0.002721,0.002733,-0.706913,0.707290,-0.000851,0.441866,-89.969422,322,180,6,0.011235,2.492951,-0.258214,-0.979448,2.469084,-0.042212,-0.048818,2.468963,-0.049055,1.168917,0.053447,0.023867,0.721234,0.053383,0.024009
66,80,-0.000248,-1.300048,-0.002739,0.002721,0.708111,0.706091,-0.000851,0.442405,90.163679,0.004329,1.168988,0.002712,0.002722,-0.706907,0.707296,-0.000681,0.440245,-89.968512,323,179,7,0.011630,2.469013,-0.269891,-1.063351,2.431327,-0.045128,-0.052074,2.431189,-0.052322,1.131141,0.056758,0.037686,0.793460,0.056651,0.037847
67,83,-0.000256,-1.300049,-0.002739,0.002721,0.708154,0.706048,-0.000850,0.442406,90.170680,0.004436,1.080072,0.002734,0.002747,-0.706695,0.707508,-0.000747,0.444097,-89.934174,323,178,6,0.011782,2.380096,-0.283629,-1.063351,2.394342,-0.044442,-0.051574,2.394199,-0.051830,1.094150,0.056224,0.014246,0.779722,0.056266,0.014078
68,86,-0.000263,-1.300050,-0.002739,0.002720,0.708193,0.706009,-0.000850,0.442406,90.176947,0.004567,0.996903,0.002728,0.002745,-0.706532,0.707670,-0.000966,0.443458,-89.907730,323,174,7,0.011924,2.296927,-0.297428,-1.063351,2.253865,-0.041834,-0.048795,2.253725,-0.049058,0.953675,0.053758,0.043062,0.765923,0.053625,0.043228
69,87,-0.000266,-1.300051,-0.002739,0.002720,0.708207,0.705995,-0.000850,0.442406,90.179251,0.004606,0.966609,0.002730,0.002741,-0.706483,0.707720,-0.000470,0.443321,-89.899759,322,174,7,0.011963,2.266634,-0.302403,-0.979448,2.253865,-0.038533,-0.045584,2.253733,-0.045850,0.953682,0.050496,0.012769,0.677045,0.050456,0.012927
70,88,-0.000268,-1.300051,-0.002739,0.002720,0.708215,0.705986,-0.000850,0.442406,90.180649,0.004648,0.948182,0.002729,0.002746,-0.706376,0.707826,-0.000909,0.443597,-89.882554,322,174,6,0.012004,2.248206,-0.305932,-0.979448,2.253865,-0.038533,-0.045639,2.253732,-0.045907,0.953681,0.050537,0.005659,0.673516,0.050555,0.005499
71,89,-0.000270,-1.300051,-0.002740,0.002720,0.708227,0.705974,-0.000850,0.442406,90.182613,0.004706,0.922222,0.002721,0.002738,-0.706330,0.707872,-0.000883,0.442400,-89.874993,323,173,5,0.012059,2.222246,-0.310907,-1.063351,2.220549,-0.041216,-0.048293,2.220406,-0.048563,0.920355,0.053275,0.001697,0.752444,0.053269,0.001867
72,90,-0.000272,-1.300052,-0.002740,0.002720,0.708239,0.705962,-0.000850,0.442406,90.184558,0.004764,0.896444,0.002726,0.002744,-0.706333,0.707869,-0.000960,0.443199,-89.875543,323,173,6,0.012111,2.196468,-0.315922,-1.063351,2.220549,-0.041216,-0.048368,2.220404,-0.048640,0.920352,0.053327,0.024081,0.747429,0.053404,0.023908
73,91,-0.000274,-1.300052,-0.002740,0.002720,0.708250,0.705951,-0.000850,0.442407,90.186221,0.004808,0.874389,0.002733,0.002749,-0.706343,0.707860,-0.000797,0.444168,-89.877090,324,171,6,0.012149,2.174413,-0.320130,-1.147255,2.155996,-0.043176,-0.050183,2.155844,-0.050457,0.855792,0.055325,0.018417,0.827125,0.055265,0.018597
74,92,-0.000276,-1.300052,-0.002740,0.002720,0.708263,0.705938,-0.000850,0.442407,90.188413,0.004878,0.845467,0.002728,0.002747,-0.706148,0.708053,-0.000910,0.443672,-89.845636,322,170,6,0.012209,2.145490,-0.326050,-0.979448,2.124734,-0.036325,-0.043312,2.124603,-0.043588,0.824551,0.048534,0.020756,0.653398,0.048466,0.020916
75,93,-0.000279,-1.300053,-0.002740,0.002720,0.708276,0.705925,-0.000850,0.442407,90.190454,0.004955,0.818509,0.002721,0.002739,-0.706101,0.708101,-0.000885,0.442407,-89.837975,325,170,7,0.012276,2.118533,-0.332005,-1.231158,2.124734,-0.045663,-0.052725,2.124571,-0.053004,0.824518,0.057939,0.006201,0.899153,0.057959,0.006009
76,94,-0.000281,-1.300053,-0.002740,0.002720,0.708285,0.705916,-0.000850,0.442407,90.191966,0.005013,0.798493,0.002723,0.002742,-0.706100,0.708101,-0.000915,0.442813,-89.837836,325,171,6,0.012325,2.098516,-0.336506,-1.231158,2.155996,-0.046335,-0.053558,2.155828,-0.053839,0.855775,0.058660,0.057480,0.894652,0.058852,0.057282
77,95,-0.000282,-1.300053,-0.002740,0.002720,0.708293,0.705908,-0.000850,0.442407,90.193307,0.005062,0.780698,0.002730,0.002749,-0.706117,0.708084,-0.000925,0.443906,-89.840625,322,170,5,0.012364,2.080721,-0.340460,-0.979448,2.124734,-0.036325,-0.043493,2.124600,-0.043775,0.824547,0.048689,0.044013,0.638988,0.048837,0.043849
78,96,-0.000284,-1.300054,-0.002740,0.002720,0.708304,0.705897,-0.000850,0.442407,90.195009,0.005115,0.758186,0.002728,0.002742,-0.706015,0.708186,-0.000462,0.443295,-89.824036,322,169,8,0.012404,2.058210,-0.345302,-0.979448,2.094134,-0.035802,-0.042929,2.094000,-0.043213,0.793946,0.048206,0.035924,0.634146,0.048328,0.035760
79,97,-0.000286,-1.300054,-0.002740,0.002720,0.708314,0.705887,-0.000850,0.442407,90.196691,0.005196,0.736020,0.002726,0.002746,-0.705885,0.708316,-0.000933,0.443398,-89.802989,324,168,6,0.012472,2.036043,-0.350956,-1.147255,2.064182,-0.041337,-0.048423,2.064028,-0.048709,0.763974,0.053809,0.028139,0.796299,0.053905,0.027954
80,98,-0.000289,-1.300054,-0.002740,0.002720,0.708329,0.705872,-0.000850,0.442407,90.199017,0.005307,0.705296,0.002720,0.002740,-0.705846,0.708355,-0.000873,0.442432,-89.796713,324,167,7,0.012562,2.005318,-0.358902,-1.147255,2.034868,-0.040750,-0.047818,2.034715,-0.048107,0.734661,0.053312,0.029550,0.788353,0.053414,0.029365
81,99,-0.000291,-1.300055,-0.002740,0.002720,0.708344,0.705857,-0.000850,0.442408,90.201494,0.005422,0.672476,0.002730,0.002751,-0.705869,0.708332,-0.000884,0.444116,-89.800373,324,165,8,0.012650,1.972499,-0.367438,-1.147255,1.978107,-0.039614,-0.046570,1.977955,-0.046861,0.677900,0.052264,0.005608,0.779817,0.052283,0.005424
82,100,-0.000293,-1.300055,-0.002740,0.002720,0.708351,0.705850,-0.000850,0.442408,90.202667,0.005465,0.656963,0.002729,0.002744,-0.705798,0.708402,-0.000426,0.443474,-89.788975,324,167,8,0.012680,1.956985,-0.371244,-1.147255,2.034868,-0.040750,-0.047948,2.034711,-0.048241,0.734656,0.053430,0.077883,0.776011,0.053706,0.077693
